text,language
"Le cheval esperonne, s'ot un panon fresé;",Old French
"Ja sera, ce cuit je, de deus pars comparé.",Old French
Del Greu qui,Old French
"fu cheüs pesa mout Filotés,",Old French
"Le destrier esperonne, qui court a grant eslés,",Old French
"En l'escu de son col va ferir Ladinés,",Old French
Que par desouz la boucle en peçoia les es;,Old French
"Se ne brisast la lance, de lui eüst fet pes,",Old French
Ja cil de la cité nel reveïssent mes.,Old French
"Quant sa lance ot perdue, si tret l'espee aprés.",Old French
"Se l'uns vassaus fu preus, li autre fu engrés,",Old French
A leur brans s'entredonnent si granz cos et de pres,Old French
Que les hiaumes detrenchent et des escus les es.,Old French
"Ja fust mien escïent li uns mors desconfez,",Old French
"Quant les batailles hurtent de deus pars a eslez,",Old French
Iluec s'entreperdirent Filote et Ladinés.,Old French
Iluec ou cil,Old French
de Tyr josterent aus Grezois,Old French
Veïssiez depecier maint escu de manois,Old French
Et tant hauberc fausser et tant panon d'orfrois,Old French
Passer par mi cors d'homme et gesir en sanc frois,Old French
Et tant bon chevalier gesir par ces chaumois.,Old French
En la premiere eschele vint chevauchant li rois,Old French
Et ot en son sa lance un gonfanon turcois.,Old French
"La fierent cil dedens ou furent plus espois,",Old French
Et cil bien se deffendent qui lor geus ont asprois;,Old French
La cité leur metoient durement en defois.,Old French
"Bien le fist a cel poindre Licanor li cortois,",Old French
Et dou royal effors i jousta plus de trois,Old French
"Des meilleurs qui i sont, Greu et Macedonois.",Old French
Iluec ou les,Old French
"deus os josterent en la plaigne,",Old French
Veïssiez peçoier maint escu d'entresaigne.,Old French
"Li roys fiert en l'escu Caliot de Sardaigne,",Old French
"Ne li valent ses armes le pris d'une chastagne,",Old French
Fer et fust et panon li met par mi l'entraigne;,Old French
"La lance vole en pieces, cil chiet en la champagne,",Old French
Outre s'en est passez et cil crie s'ensaigne.,Old French
"Aprés le roy josterent tel cent de sa compaigne,",Old French
N'i a nul qui n'abate ou sa lance ne fragne.,Old French
Cil dedens font le jor aus Grezois tel bargagne,Old French
Que mout leur a torné a mauvese gaagne;,Old French
C'est costume de guerre l'uns ou l'autre s'en plagne.,Old French
Es vous par mi,Old French
"la presse Sanson esperonnant,",Old French
Le jour fu bien armez sus Bauçant le movant;,Old French
Hanste ot roide de fresne et gonfanon pendant,Old French
"Et fiert un Turïen qu'en apeloit Saillant,",Old French
Le cuer li a trenchié par mi le piz devant;,Old French
Outre s'en est passez et mist la main au brant,Old French
"Et crie Macidoine, l'enseigne conquerant.",Old French
Cel jour leur vet il bien la cité chalenjant.,Old French
Alixandres l'esgarde si li dist en riant:,Old French
"""Bien doit conquerre terre qui si la vet clamant.""",Old French
"Li roys point Bucifal, qui les granz saus porprent,",Old French
En mi la greignor presse prist le chief d'un Persant.,Old French
Lors vint Emenidus par mi l'estour poignant,Old French
"Et fiert un Turïen au monter d'un pendant,",Old French
Que la teste li tolt a l'espee trenchant;,Old French
Mes Balés l'ot navré d'une lance en jostant;,Old French
Pour le chaut qui l'argüe vet sa plaie seignant.,Old French
"Alixandres le voit, celle part vet courant,",Old French
Entre ses bras le prist si li dist en oiant:,Old French
"""Avra vous mestier mires? cuidiez vous vivre tant?""",Old French
"Et cil li respondi: ""Mout vois afoibloiant.""",Old French
A icest mot se pasme sus le col de Ferrant.,Old French
Alixandres le baille a un mire sachant;,Old French
"Cil a dit Alixandre: ""Mar en irez doutant,",Old French
"Tout sain le vous rendrai ainz le tiers jour passant.""",Old French
Et il si fist mout bien quel virent li auquant.,Old French
Du duel Emenidon,Old French
"fu mout li roys embruns,",Old French
Car ainz mieudre vassaus ne fu princes ne dus;,Old French
Par un seul chevalier ne fu onques conclus,Old French
"Ne d'un grant fes emprendre ne fu onques refus,",Old French
Ainz le commença bien et en vint au desus.,Old French
"Ce dit cil ques esma, qui bien connut le plus,",Old French
"Fors que seul Alixandre, a lui ne se prist nus.",Old French
Cel jour ot de l'estour le pris Emenidus.,Old French
Par l'estour,Old French
"vet poignant Ladinés de Monmir,",Old French
"Grant duel ot de son frere qu'il ot veü morir,-",Old French
"Emenidus d'Arcage li fist le chief tolir,-",Old French
"En l'escu de son col ala un Grieu ferir,",Old French
Desouz la boucle a or li fet fraindre et croissir,Old French
"Et le fer de sa lance par mi les cors sentir,",Old French
Si l'abat contre terre qu'ains ne l'estut languir;,Old French
"Au partir de la jouste escria deus foiz: ""Tyr!",Old French
Qui si deffent sa terre mout la doit bien tenir.,Old French
Li roys n'est mie sages qui la noz veut tolir;,Old French
"De ceste grant folie l'estevra repentir.""",Old French
"Li roys ot la parole et celui ahatir,",Old French
Mout se tient a mauvés s'il nel fet repentir.,Old French
"Macidoine escria et fet sa gent garnir,",Old French
Les compaignes armees fet des loges issir.,Old French
La fierent ceus dedens ou les pueent choisir;,Old French
La poïssiez vooir un estour si fornir,Old French
"Et cil tornent les dos qui nes porent soffrir,",Old French
Tout droit a la cité commencent a fouir.,Old French
"Noienz est, d'autre part les estevra guenchir,",Old French
"A la porte vers terre ne porent il vertir,",Old French
Car li roys l'a bien fete de ses hommes garnir;,Old French
"Vers la mer s'en tornerent ou cuidierent guerir,",Old French
Par destrece en couvint tieus mil dedens saillir;,Old French
"Se toute ne la boivent, noienz est de l'issir.",Old French
La bataille est,Old French
"finee, cil de Tyr sont veincu,",Old French
"Vers la cité s'en fuient a force et a vertu,",Old French
"Mes noient ne leur vaut, que tuit sont deceü.",Old French
"Tholomer et Dans Clins lor sont devant venu,",Old French
En la premiere eschiele Aristés et Caulu.,Old French
"Tholomer par iror a Ladinés feru,",Old French
"Que lui et le cheval a a terre abatu,",Old French
Et Dans Clins tolt Binas le destre bras du bu;,Old French
Li autre i referirent; cil sont si esperdu,Old French
"Qu'il ne sevent que fere, mort sont et confondu",Old French
Et par tout le rivage sont a val espandu.,Old French
"Par destrece s'en sont tel mil en mer feru,",Old French
"Se toute ne la boivent, noié sont et perdu.",Old French
Seur les ondes flotoient et lances et escu;,Old French
Bien pot avoir cheval qui a la rive fu.,Old French
"Mout se sont bien li Grieu icel jor conbatu,",Old French
Mes de tant seulement leur est mal avenu,Old French
Qu'en la desconfiture i ont le duc perdu,Old French
Et set mile des autres o Ladinés son dru.,Old French
Par la porte vers terre se sont en Tyr feru,Old French
"Et maudïent les Grieus, c'onques tel gent ne fu.",Old French
Le jour de ceus,Old French
"dedens sont cheü li revel,",Old French
En la cité s'en entrent sanz joie et sanz fretel.,Old French
Et li Greu s'en tornerent quant ont fet leur avel;,Old French
Devant une fontaine dont cler sont li ruissel,Old French
Desarment Alixandre a l'entrer d'un prael.,Old French
"Il remest deffublez, n'ot cure de mantel;",Old French
"La toufeur estoit granz seur la roche Mabel,",Old French
Pour ce li amenoient le vent a un flavel.,Old French
"Le duc Balés desarment li troi fil Manïel,",Old French
"Navrez fu d'une lance el pis souz le forcel,",Old French
Que deus des mestres costes trenchierent li cotel;,Old French
"Mes li dus fet venir le mire Samüel,",Old French
Qui plus savoit de plaie que vilains de rastel.,Old French
Cil li dist tel parole dont forment li fu bel:,Old French
"""Ne vous esmaiez mie, vous guerrez de nouvel.""",Old French
Le duc Betiz de Gadres a tramis un seel:,Old French
"Se il l'aime de riens, c'or le sequeure isnel,",Old French
Car li Greu le demainent com vilains son flael;,Old French
Devant Tyr la cité li ont fet tel maisel,Old French
Des mors et des navrez sont senglant li ruissel.,Old French
De l'ost des Grieus se partent tel set cens damoisel,Old French
"Qui portent entreseignes, chascuns un panoncel;",Old French
"Devant la mestre porte leur ont fet un cembel,",Old French
"Mes cil de la cité n'ont soing de leur avel,",Old French
Ainz se plaignent leens autresi comme oisel.,Old French
Alixandres apelle Licanor et Sabel:,Old French
"""Fetes cerchier la mer trusqu'au port Danïel,",Old French
"Gardez n'i lessiez barge ne chalant ne batel.""",Old French
"Cil ont fet son pleisir, que forment lor fu bel;",Old French
De devant la cité el havre tyrïel,Old French
La dedens en la mer lor ont fet un chastel,Old French
Tout ouvré par nature de chauz et de quarrel;,Old French
Au desus des estages sont assis li crenel.,Old French
Devant les murs,Old French
"de Tyr, la dedens en la mer,",Old French
Li rois de Mascedoine fist un chastel fremer.,Old French
Molt fu riche la tour s'ot entor maint piler;,Old French
La façon du chastel ne vos sai deviser.,Old French
"De la porte vers terre lor veut le port veer,",Old French
"Q'a la cité ne puissent ne venir ne aler,",Old French
Ne barges ne galies n'i puissent ariver.,Old French
"Li rois i commanda de sa gent a entrer,",Old French
Armes et garnisons i fait assés porter.,Old French
Souvent de jor en autre lor fait assaut livrer,Old French
"Et cil se deffendirent a traire et a geter,",Old French
Que la cité ne veulent ne rendre ne livrer.,Old French
"Alixandre i anuie forment a sejorner,",Old French
Car entour aus ne pueent vitaille recovrer.,Old French
Li rois par maltalent commença a jurer,Old French
Que ja n'en prendra un que nel face afoler.,Old French
Emenidus d'Arcage commande en fuerre aler,Old French
"Et sept cens chevaliers ensamble o lui mener,",Old French
"Perdicas et Lioine et Caulon qui fu ber,",Old French
Licanor et Filote por les forriers garder.,Old French
"Le val de Josafaille a molt oï loër,",Old French
Que c'est la mieudre terre que on puisse trover.,Old French
"Sanson qui claime Tyr les commande a guïer,",Old French
Qui bien set le païs et les destrois passer.,Old French
Li rois retint Cliçon o lui et Tholomer;,Old French
Et cil issent de l'ost si font lor gent monter.,Old French
Mult,Old French
fu fiers...asses orent comment.,Old French
Li Grieu issent,Old French
"de l'ost por querre la vitaille,",Old French
"Et Sanses les conduit el val de Josafaille,",Old French
"Une terre garnie de bestes et d'aumaille,",Old French
Mais la gens est molt fiere et duite de bataille,Old French
Et vait tous jors armee por crieme q'on l'asaille;,Old French
"Ce qu'il ont a garder, n'est mie controvaille,",Old French
A envis en lairoient vaillant une maaille.,Old French
"Ançois que li Grieu l'aient, vos di sans devinaille,",Old French
"En sera il perciés mains pis et mainte entraille,",Old French
Et de maint blanc hauberc desrompue la maille.,Old French
"Trop vont a eschari, ne cuit que preu lor vaille;",Old French
"Ançois qu'il s'en retornent, le comperront sans faille.",Old French
Le jor vont bien,Old French
"li Grieu en guise de forriers,",Old French
"Chauces de fer chaucies, et font as escuiers",Old French
Devant porter les armes et mener lor destriers.,Old French
Toute nuit chevalchierent sans bruit et sans noisiers;,Old French
"Au matin par son l'aube, quant jors fu esclairiés,",Old French
El val de Josafaille vers les puis de Gibiers,Old French
Ont veüe la proie et choisi les vachiers.,Old French
"Mais il n'aloient mie en guise de berchiers,",Old French
"Ains ierent bien armé, car il lor iert mestiers,",Old French
"Et d'escu et de lance, de dars trenchans d'aciers,",Old French
Et ont chevaus d'Arrabe abrievés et corsiers.,Old French
Li Grieu sont descendu les un brueil d'oliviers.,Old French
Chascuns de soi armer ne fu mie laniers;,Old French
Emenidus d'Arcage est montés tous premiers,Old French
Et est alés avant a tout cent chevaliers.,Old French
El val de Josafaille,Old French
lor font li Grieu saillie,Old French
"Et acuellent la proie, une si grant partie",Old French
Dont l'ost peüst bien estre molt lonc tans replenie;,Old French
Mais li cris est levés et la gent estormie.,Old French
"Li sires qui les garde ot non Oteserie,",Old French
A un cor d'olifant les rassamble et ralie.,Old French
"Devant lor sont venu sous la roche enhermie,",Old French
"A sept des premiers Grieus ont tolue la vie,",Old French
"La proie lor resqeuent, maugré aus l'ont guerpie.",Old French
"Emenidus les vit, qui les chadele et guie;",Old French
"S'or ne se puet vengier, ne se prise une alie;",Old French
"Lors reclaime sa gent et s'ensegne rescrie,",Old French
Et li Grieu s'espandirent par mi la praerie.,Old French
Ja sera de deus pars commencie folie.,Old French
Emenidus ot ire,Old French
quant vit ses compaignons,Old French
Morir por la vitaille dont li rois l'ot semons.,Old French
"Ferrant, qui tost li vait, broche des esperons",Old French
"Et fiert si le premier qu'il vuide les arçons,",Old French
"Et l'auberc li faussa com se fust auquetons,",Old French
"Par mi le cors li passe fer et fust et penons,",Old French
Si que de l'autre part en geta les regnons.,Old French
"De deus pars s'entrevienent, baissiés les gonfanons,",Old French
Des mors et des navrés fu sanglans li sablons.,Old French
"Tant forment s'entrefierent n'ont cure de prisons,",Old French
As espees d'acier paient lor raençons.,Old French
El val de Josafaille,Old French
"vont li Grieu proie prendre,",Old French
"Mais cil ont bon talent qui lor veulent deffendre,",Old French
